time,TAUHGH,TAULOW,TAUMID,TAUTOT
2017-04-30 00:30:00,0.0,0.0,0.0,0.0
2017-04-30 01:30:00,0.0,0.0,0.0,0.0
2017-04-30 02:30:00,0.0,0.0,0.0,0.0
2017-04-30 03:30:00,0.0,0.0,0.0,0.0
2017-04-30 04:30:00,0.0,0.0,0.0,0.0
2017-04-30 05:30:00,0.0,0.0,0.0,0.0
2017-04-30 06:30:00,0.0,0.0,0.0,0.0
2017-04-30 07:30:00,0.0,0.0,0.0,0.0
2017-04-30 08:30:00,0.0,0.0,0.0,0.0
2017-04-30 09:30:00,0.0,0.0,0.0,0.0
2017-04-30 10:30:00,0.0,0.0,0.0,0.0
2017-04-30 11:30:00,0.0,0.0,0.0,0.0
2017-04-30 12:30:00,0.0,0.0,0.0,0.0
2017-04-30 13:30:00,0.0,0.0,0.0,0.0
2017-04-30 14:30:00,0.0,0.0,0.0,0.0
2017-04-30 15:30:00,0.0,0.0,0.0,0.0
2017-04-30 16:30:00,0.0,0.0,0.0,0.0
2017-04-30 17:30:00,0.0,0.0,0.0,0.0
2017-04-30 18:30:00,0.0,0.0,0.0,0.0
2017-04-30 19:30:00,0.0,0.0,0.0,0.0
2017-04-30 20:30:00,0.0,0.0,0.0,0.0
2017-04-30 21:30:00,0.0,0.0,0.0,0.0
2017-04-30 22:30:00,0.0,0.0,0.0,0.0
2017-04-30 23:30:00,0.0,0.0,0.0,0.0
2017-05-01 00:30:00,0.0,0.0,0.0,0.0
2017-05-01 01:30:00,0.0,0.0,0.0,0.0
2017-05-01 02:30:00,0.0,0.0,0.0,0.0
2017-05-01 03:30:00,0.0,0.0,0.0,0.0
2017-05-01 04:30:00,0.0,0.0,0.0,0.0
2017-05-01 05:30:00,0.0,0.0,0.0,0.0
2017-05-01 06:30:00,0.0,0.0,0.0,0.0
2017-05-01 07:30:00,0.0,0.0,0.0,0.0
2017-05-01 08:30:00,0.0,0.0,0.0,0.0
2017-05-01 09:30:00,0.0,0.0,0.0,0.0
2017-05-01 10:30:00,0.0,0.0,0.0,0.0
2017-05-01 11:30:00,0.0,0.0,0.0,0.0
2017-05-01 12:30:00,0.0,0.0,0.0,0.0
2017-05-01 13:30:00,0.0,0.0,0.0,0.0
2017-05-01 14:30:00,0.1005859375,0.0,0.0,0.1005859375
2017-05-01 15:30:00,0.0745544955134,0.0,0.0,0.074554502964
2017-05-01 16:30:00,0.22479249537,0.0,0.0,0.224792674184
2017-05-01 17:30:00,1.6806640625,0.0,0.0762025341392,1.75683605671
2017-05-01 18:30:00,1.49267590046,0.0,0.290405631065,1.78320336342
2017-05-01 19:30:00,0.688720822334,0.0,0.00988419074565,0.698731899261
2017-05-01 20:30:00,1.70849609375,0.0,0.00992215517908,1.71826171875
2017-05-01 21:30:00,3.0849609375,0.0,0.0829165652394,3.16796875
2017-05-01 22:30:00,3.6689453125,0.0,0.217956617475,3.8876953125
2017-05-01 23:30:00,3.72265625,0.0,0.421508818865,4.14453125
2017-05-02 00:30:00,3.5322265625,0.0,0.593750059605,4.125
2017-05-02 01:30:00,3.7109375,0.0,0.65673828125,4.36718797684
2017-05-02 02:30:00,4.12109375,0.0,0.790527701378,4.912109375
2017-05-02 03:30:00,4.2265625,0.0,0.93579107523,5.1640625
2017-05-02 04:30:00,4.33203125,0.0,1.12792980671,5.4609375
2017-05-02 05:30:00,4.662109375,0.0,1.10302746296,5.765625
2017-05-02 06:30:00,5.23632860184,0.0,0.991210997105,6.2265625
2017-05-02 07:30:00,6.033203125,0.0,1.22460985184,7.2578125
2017-05-02 08:30:00,6.720703125,0.0,1.44384789467,8.1640625
2017-05-02 09:30:00,7.125,0.0,1.30761754513,8.43359375
2017-05-02 10:30:00,7.12109375,0.0,0.951904296875,8.0703125
2017-05-02 11:30:00,6.068359375,0.0,0.384399473667,6.45312547684
2017-05-02 12:30:00,2.8896484375,0.0,0.00886926520616,2.89843773842
2017-05-02 13:30:00,0.407226592302,0.0,0.0,0.40722694993
2017-05-02 14:30:00,0.0,0.0,0.0,0.0
2017-05-02 15:30:00,0.0,0.0,0.0,0.0
2017-05-02 16:30:00,0.0,0.0,0.0,0.0
2017-05-02 17:30:00,0.0,0.0,0.0,0.0
2017-05-02 18:30:00,0.0,0.0,0.0,0.0
2017-05-02 19:30:00,0.0,0.0,0.0,0.0
2017-05-02 20:30:00,0.0,0.0,0.0,0.0
2017-05-02 21:30:00,0.0,0.0,0.0,0.0
2017-05-02 22:30:00,0.0,0.0,0.0,0.0
2017-05-02 23:30:00,0.0,0.0,0.0,0.0
2017-05-03 00:30:00,0.0,0.0,0.0,0.0
2017-05-03 01:30:00,0.0,0.0,0.0,0.0
2017-05-03 02:30:00,0.000897575519048,0.0,0.0,0.000897613819689
2017-05-03 03:30:00,0.0,0.0,0.0,0.0
2017-05-03 04:30:00,0.0,0.0,0.0,0.0
2017-05-03 05:30:00,0.0,0.0,0.0,0.0
2017-05-03 06:30:00,0.231628447771,0.0,0.0,0.231628760695
2017-05-03 07:30:00,2.6650390625,0.0,0.0,2.66503977776
2017-05-03 08:30:00,4.134765625,0.0,0.0,4.134765625
2017-05-03 09:30:00,3.95703125,0.0,0.0811464264989,4.0390625
2017-05-03 10:30:00,2.98828125,0.0,0.12377936393,3.11230492592
2017-05-03 11:30:00,2.9755859375,0.0,0.0,2.97558617592
2017-05-03 12:30:00,2.9169921875,0.0,0.0,2.9169921875
2017-05-03 13:30:00,2.1474609375,0.0,0.0,2.1474609375
2017-05-03 14:30:00,1.373046875,0.0,0.0,1.37304699421
2017-05-03 15:30:00,0.8642578125,0.0,0.0,0.864257872105
2017-05-03 16:30:00,0.672119259834,0.0,0.0,0.672119259834
2017-05-03 17:30:00,0.7685546875,0.0,0.151000991464,0.91967779398
2017-05-03 18:30:00,0.260131955147,0.0,0.439941763878,0.700195431709
2017-05-03 19:30:00,0.0,0.0,0.153503596783,0.153503417969
2017-05-03 20:30:00,0.0,0.0,0.0,0.0
2017-05-03 21:30:00,0.0,0.0,0.0,0.0
2017-05-03 22:30:00,0.0,0.0,0.0,0.0
2017-05-03 23:30:00,0.0,0.0,0.0,0.0
2017-05-04 00:30:00,0.0,0.0,0.0,0.0
2017-05-04 01:30:00,0.0,0.0,0.0,0.0
2017-05-04 02:30:00,0.0,0.0,0.0,0.0
2017-05-04 03:30:00,0.0,0.0,0.0,0.0
2017-05-04 04:30:00,0.0,0.0,0.0,0.0
2017-05-04 05:30:00,0.0,0.0,0.0,0.0
