time,ozone,ps,pwv
2017-06-16 11:00:00,264.692718506,78355.765625,5.22135591507
2017-06-16 12:00:00,264.70916748,78362.40625,5.42640829086
2017-06-16 13:00:00,264.83190918,78370.296875,5.53379869461
2017-06-16 14:00:00,265.636779785,78376.734375,5.74860620499
2017-06-16 15:00:00,266.784606934,78374.53125,6.06108379364
2017-06-16 16:00:00,266.728790283,78367.5625,6.53162288666
2017-06-16 17:00:00,265.96194458,78359.8046875,7.27754592896
2017-06-16 18:00:00,264.653656006,78344.4375,8.1446428299
2017-06-16 19:00:00,264.27142334,78337.40625,8.87099170685
2017-06-16 20:00:00,265.497467041,78340.96875,9.15588092804
2017-06-16 21:00:00,267.251953125,78355.390625,9.33536815643
2017-06-16 22:00:00,269.284637451,78372.1796875,9.37038326263
2017-06-16 23:00:00,269.204101562,78388.234375,9.44453811646
2017-06-17 00:00:00,269.057922363,78415.09375,9.56560516357
2017-06-17 01:00:00,269.716400146,78434.1640625,9.55779743195
2017-06-17 02:00:00,270.046447754,78437.046875,9.63985443115
2017-06-17 03:00:00,269.480316162,78425.5,9.57344341278
2017-06-17 04:00:00,269.360961914,78401.328125,9.48754024506
2017-06-17 05:00:00,269.961181641,78383.9375,9.43249225616
2017-06-17 06:00:00,270.635162354,78378.53125,9.35413551331
2017-06-17 07:00:00,270.815429688,78367.265625,9.17433071136
2017-06-17 08:00:00,272.358062744,78371.09375,8.89704608917
2017-06-17 09:00:00,272.140380859,78385.5546875,8.52981853485
2017-06-17 10:00:00,271.775268555,78388.8984375,7.97688341141
2017-06-17 11:00:00,269.933380127,78447.5078125,7.56847763062
2017-06-17 12:00:00,267.364196777,78516.578125,7.15433502197
2017-06-17 13:00:00,266.838806152,78580.4921875,6.66026735306
2017-06-17 14:00:00,268.412475586,78620.34375,6.06452417374
2017-06-17 15:00:00,269.193115234,78631.7734375,5.49416875839
2017-06-17 16:00:00,268.747619629,78636.2265625,5.20495223999
2017-06-17 17:00:00,269.565155029,78593.53125,4.9119052887
2017-06-17 18:00:00,269.937164307,78539.734375,4.67544841766
2017-06-17 19:00:00,270.958007812,78517.875,4.58148622513
2017-06-17 20:00:00,268.957000732,78503.6328125,4.55763244629
2017-06-17 21:00:00,265.250396729,78500.515625,4.45214509964
2017-06-17 22:00:00,264.010650635,78509.96875,4.25865650177
