time,PS,TQV,TO3,TOTEXTTAU,TOTANGSTR,TOTSCATAU,TAUTOT,TAUHGH,TAUMID,TAULOW
2022-01-01 00:00:00,78373.93,4.6017017,257.98914,,,,,,,
2022-01-01 00:30:00,,,,0.038421262,1.3406534,0.03551825,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,78367.74,4.1150036,258.31482,,,,,,,
2022-01-01 01:30:00,,,,0.03519591,1.3922547,0.03242708,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,78367.8,3.7291546,258.89682,,,,,,,
2022-01-01 02:30:00,,,,0.032950636,1.4302061,0.030263485,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,78359.29,3.4787154,259.63242,,,,,,,
2022-01-01 03:30:00,,,,0.03111764,1.4433285,0.028493786,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,78323.95,3.2458086,259.8058,,,,,,,
2022-01-01 04:30:00,,,,0.029195128,1.4514321,0.026646491,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,78272.55,3.0587714,259.9898,,,,,,,
2022-01-01 05:30:00,,,,0.027861949,1.4548324,0.02539164,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,78226.23,3.0176032,259.84775,,,,,,,
2022-01-01 06:30:00,,,,0.027541187,1.4581575,0.025101809,0.0,0.0,0.0,0.0
2022-01-01 07:00:00,78211.71,3.0766506,259.52832,,,,,,,
2022-01-01 07:30:00,,,,0.027644202,1.4652141,0.025192382,0.0,0.0,0.0,0.0
2022-01-01 08:00:00,78223.09,3.1075754,259.556,,,,,,,
2022-01-01 08:30:00,,,,0.027535854,1.4696828,0.02507585,0.0,0.0,0.0,0.0
2022-01-01 09:00:00,78257.33,3.091437,259.50623,,,,,,,
2022-01-01 09:30:00,,,,0.027078172,1.4735898,0.024641702,0.0,0.0,0.0,0.0
2022-01-01 10:00:00,78311.77,3.0490127,259.0182,,,,,,,
2022-01-01 10:30:00,,,,0.026781451,1.4783384,0.024383293,0.0,0.0,0.0,0.0
2022-01-01 11:00:00,78365.78,3.03636,259.2306,,,,,,,
2022-01-01 11:30:00,,,,0.02683798,1.4834251,0.024500411,0.0,0.0,0.0,0.0
2022-01-01 12:00:00,78403.52,3.1258113,259.63943,,,,,,,
2022-01-01 12:30:00,,,,0.027971607,1.4664446,0.025666486,0.0,0.0,0.0,0.0
2022-01-01 13:00:00,78422.734,3.4372733,260.41006,,,,,,,
2022-01-01 13:30:00,,,,0.031262204,1.4157279,0.028914124,0.0,0.0,0.0,0.0
2022-01-01 14:00:00,78438.62,4.0023203,261.17975,,,,,,,
2022-01-01 14:30:00,,,,0.036564358,1.3677251,0.034097183,0.0,0.0,0.0,0.0
2022-01-01 15:00:00,78446.25,4.8892016,261.9774,,,,,,,
2022-01-01 15:30:00,,,,0.03705329,1.3287116,0.035267334,0.0,0.0,0.0,0.0
2022-01-01 16:00:00,78462.81,5.8943143,262.2877,,,,,,,
2022-01-01 16:30:00,,,,0.042267192,1.307107,0.040559664,0.0,0.0,0.0,0.0
2022-01-01 17:00:00,78475.57,6.665371,261.97568,,,,,,,
2022-01-01 17:30:00,,,,0.046547692,1.2917194,0.044840302,0.0,0.0,0.0,0.0
2022-01-01 18:00:00,78488.805,6.97384,261.62027,,,,,,,
2022-01-01 18:30:00,,,,0.046721675,1.2960682,0.04535543,0.0,0.0,0.0,0.0
2022-01-01 19:00:00,78496.33,6.8914275,261.33945,,,,,,,
2022-01-01 19:30:00,,,,0.045096323,1.2866541,0.04366834,0.0,0.0,0.0,0.0
2022-01-01 20:00:00,78493.79,6.5585475,260.9216,,,,,,,
2022-01-01 20:30:00,,,,0.042040173,1.2780383,0.040546674,0.0,0.0,0.0,0.0
2022-01-01 21:00:00,78484.93,6.151376,260.35287,,,,,,,
2022-01-01 21:30:00,,,,0.039134502,1.2738738,0.03756971,0.0,0.0,0.0,0.0
2022-01-01 22:00:00,78487.67,5.728381,260.52475,,,,,,,
2022-01-01 22:30:00,,,,0.036321748,1.2717773,0.034703474,0.0,0.0,0.0,0.0
2022-01-01 23:00:00,78511.01,5.2839108,260.94147,,,,,,,
2022-01-01 23:30:00,,,,0.03355524,1.2729738,0.031900033,0.0,0.0,0.0,0.0
2022-01-02 00:00:00,78524.79,4.831639,261.85867,,,,,,,
2022-01-02 00:30:00,,,,0.03074187,1.2785305,0.029059628,0.0,0.0,0.0,0.0
2022-01-02 01:00:00,78515.38,4.367593,261.85715,,,,,,,
2022-01-02 01:30:00,,,,0.028139412,1.2989604,0.026447326,0.0,0.0,0.0,0.0
2022-01-02 02:00:00,78502.04,3.979534,262.28625,,,,,,,
2022-01-02 02:30:00,,,,0.02659185,1.3141488,0.024906384,0.0,0.0,0.0,0.0
2022-01-02 03:00:00,78479.85,3.769546,262.9188,,,,,,,
2022-01-02 03:30:00,,,,0.026321609,1.3216019,0.02461264,0.0,0.0,0.0,0.0
2022-01-02 04:00:00,78456.12,3.7350087,262.93793,,,,,,,
2022-01-02 04:30:00,,,,0.026809366,1.325522,0.02506276,0.0,0.0,0.0,0.0
2022-01-02 05:00:00,78428.56,3.7494025,262.52002,,,,,,,
2022-01-02 05:30:00,,,,0.02690238,1.328421,0.02512707,0.0,0.0,0.0,0.0
2022-01-02 06:00:00,78400.11,3.740354,262.3087,,,,,,,
2022-01-02 06:30:00,,,,0.026252856,1.3318223,0.024465717,0.0,0.0,0.0,0.0
2022-01-02 07:00:00,78391.12,3.6566176,262.49942,,,,,,,
2022-01-02 07:30:00,,,,0.025234189,1.3391131,0.02343741,0.0,0.0,0.0,0.0
2022-01-02 08:00:00,78398.39,3.5562718,262.6313,,,,,,,
2022-01-02 08:30:00,,,,0.024432827,1.3500276,0.022625798,0.0,0.0,0.0,0.0
2022-01-02 09:00:00,78425.26,3.5012028,262.65765,,,,,,,
2022-01-02 09:30:00,,,,0.024143312,1.3594831,0.022313295,0.0,0.0,0.0,0.0
2022-01-02 10:00:00,78473.31,3.4876704,262.155,,,,,,,
2022-01-02 10:30:00,,,,0.024261167,1.3711473,0.022386916,0.0,0.0,0.0,0.0
2022-01-02 11:00:00,78531.14,3.4731793,262.2506,,,,,,,
2022-01-02 11:30:00,,,,0.024386844,1.3821355,0.02249981,0.0,0.0,0.0,0.0
2022-01-02 12:00:00,78584.68,3.4824333,262.32138,,,,,,,
2022-01-02 12:30:00,,,,0.02463319,1.389942,0.022747759,0.0,0.0,0.0,0.0
2022-01-02 13:00:00,78616.67,3.6283357,262.56137,,,,,,,
2022-01-02 13:30:00,,,,0.026217604,1.3938447,0.024326596,0.0,0.0,0.0,0.0
2022-01-02 14:00:00,78645.805,3.9476135,263.3635,,,,,,,
2022-01-02 14:30:00,,,,0.029365748,1.3902438,0.02743147,0.0,0.0,0.0,0.0
2022-01-02 15:00:00,78670.74,4.453106,264.46906,,,,,,,
2022-01-02 15:30:00,,,,0.03611119,1.3784262,0.033765323,0.0,0.0,0.0,0.0
2022-01-02 16:00:00,78683.58,5.093976,266.28516,,,,,,,
2022-01-02 16:30:00,,,,0.041084144,1.3723098,0.038641833,0.0,0.0,0.0,0.0
2022-01-02 17:00:00,78690.734,5.6152153,268.3495,,,,,,,
2022-01-02 17:30:00,,,,0.044517543,1.3642886,0.041934755,0.0,0.0,0.0,0.0
2022-01-02 18:00:00,78696.24,5.8611135,269.97266,,,,,,,
2022-01-02 18:30:00,,,,0.04833779,1.3630126,0.045056775,0.0,0.0,0.0,0.0
2022-01-02 19:00:00,78693.02,5.8665314,270.64807,,,,,,,
2022-01-02 19:30:00,,,,0.045990456,1.365375,0.04292276,0.0,0.0,0.0,0.0
2022-01-02 20:00:00,78677.64,5.690462,270.97162,,,,,,,
2022-01-02 20:30:00,,,,0.042712104,1.3662981,0.039819114,0.0,0.0,0.0,0.0
2022-01-02 21:00:00,78654.85,5.380895,271.46408,,,,,,,
2022-01-02 21:30:00,,,,0.038944088,1.3652548,0.03623012,0.0,0.0,0.0,0.0
2022-01-02 22:00:00,78634.555,5.007071,271.3786,,,,,,,
2022-01-02 22:30:00,,,,0.035711583,1.3655438,0.033135165,0.0,0.0,0.0,0.0
2022-01-02 23:00:00,78641.68,4.6784973,271.4251,,,,,,,
2022-01-02 23:30:00,,,,0.033399366,1.3664433,0.030915756,0.0,0.0,0.0,0.0
2022-01-03 00:00:00,78650.875,4.377658,271.65973,,,,,,,
2022-01-03 00:30:00,,,,0.031284902,1.3736844,0.02884284,0.0,0.0,0.0,0.0
2022-01-03 01:00:00,78642.47,4.0416894,271.2978,,,,,,,
2022-01-03 01:30:00,,,,0.029470736,1.3878996,0.027067058,0.0,0.0,0.0,0.0
2022-01-03 02:00:00,78627.164,3.8206077,271.13635,,,,,,,
2022-01-03 02:30:00,,,,0.029569056,1.3887997,0.027124906,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,78615.28,3.9447973,270.29156,,,,,,,
2022-01-03 03:30:00,,,,0.032260295,1.3773518,0.02964361,0.0,0.0,0.0,0.0
2022-01-03 04:00:00,78595.87,4.379746,268.61127,,,,,,,
2022-01-03 04:30:00,,,,0.035642195,1.3656256,0.032769877,0.0,0.0,0.0,0.0
2022-01-03 05:00:00,78552.664,4.772564,267.1641,,,,,,,
2022-01-03 05:30:00,,,,0.037997838,1.3621763,0.034913186,0.0,0.0,0.0,0.0
2022-01-03 06:00:00,78497.555,4.972709,266.3523,,,,,,,
2022-01-03 06:30:00,,,,0.03938103,1.3656693,0.036176734,0.0,0.0,0.0,0.0
2022-01-03 07:00:00,78473.29,5.0215015,266.1843,,,,,,,
2022-01-03 07:30:00,,,,0.03954889,1.3722457,0.036342178,0.0,0.0,0.0,0.0
2022-01-03 08:00:00,78476.38,4.9249835,266.23694,,,,,,,
2022-01-03 08:30:00,,,,0.038577333,1.3808014,0.035436124,0.0,0.0,0.0,0.0
2022-01-03 09:00:00,78494.75,4.708022,266.49097,,,,,,,
2022-01-03 09:30:00,,,,0.03685588,1.391811,0.03387396,0.0,0.0,0.0,0.0
2022-01-03 10:00:00,78530.0,4.438607,266.2575,,,,,,,
2022-01-03 10:30:00,,,,0.03514752,1.4049612,0.032320946,0.0,0.0,0.0,0.0
2022-01-03 11:00:00,78581.72,4.219482,266.3751,,,,,,,
2022-01-03 11:30:00,,,,0.034035265,1.4250358,0.03132537,0.0,0.0,0.0,0.0
