time,PS,TQV,TO3,TOTEXTTAU,TOTANGSTR,TOTSCATAU,TAUTOT,TAUHGH,TAUMID,TAULOW
2021-01-03 02:30:00,,,,0.030080011,1.4067328,0.027685024,0.0,0.0,0.0,0.0
2021-01-03 03:00:00,78567.57,3.3709905,246.73227,,,,,,,
2021-01-03 03:30:00,,,,0.028024424,1.4392347,0.025684433,0.0,0.0,0.0,0.0
2021-01-03 04:00:00,78546.14,3.0870395,246.88507,,,,,,,
2021-01-03 04:30:00,,,,0.026632685,1.4696163,0.024346733,0.0,0.0,0.0,0.0
2021-01-03 05:00:00,78507.82,2.8888423,246.93909,,,,,,,
2021-01-03 05:30:00,,,,0.02525166,1.4995322,0.023026051,0.0,0.0,0.0,0.0
2021-01-03 06:00:00,78467.445,2.70035,247.13281,,,,,,,
2021-01-03 06:30:00,,,,0.023622084,1.5307862,0.021486614,0.0,0.0,0.0,0.0
2021-01-03 07:00:00,78446.19,2.5104172,247.69339,,,,,,,
2021-01-03 07:30:00,,,,0.022103632,1.5581832,0.020053996,0.0,0.0,0.0,0.0
2021-01-03 08:00:00,78455.54,2.356111,249.18832,,,,,,,
2021-01-03 08:30:00,,,,0.021193802,1.5761803,0.019192096,0.0,0.0,0.0,0.0
2021-01-03 09:00:00,78477.94,2.2955747,252.13089,,,,,,,
2021-01-03 09:30:00,,,,0.021208426,1.5829587,0.019182984,0.0,0.0,0.0,0.0
2021-01-03 10:00:00,78503.15,2.4036436,254.46518,,,,,,,
2021-01-03 10:30:00,,,,0.021856029,1.5834811,0.019780584,0.0,0.0,0.0,0.0
2021-01-03 11:00:00,78531.64,2.6585548,256.6444,,,,,,,
2021-01-03 11:30:00,,,,0.02267401,1.5751677,0.020556819,0.0,0.0,0.0,0.0
2021-01-03 12:00:00,78548.5,3.0165691,258.06778,,,,,,,
2021-01-03 12:30:00,,,,0.02367771,1.5618693,0.02153551,0.0,0.0,0.0,0.0
2021-01-03 13:00:00,78545.81,3.4304838,258.74823,,,,,,,
2021-01-03 13:30:00,,,,0.025438769,1.5424542,0.023256576,0.0,0.0,0.0,0.0
2021-01-03 14:00:00,78540.87,3.9109712,258.639,,,,,,,
2021-01-03 14:30:00,,,,0.028259512,1.5160675,0.026012983,0.0,0.0,0.0,0.0
2021-01-03 15:00:00,78521.23,4.419827,258.11032,,,,,,,
2021-01-03 15:30:00,,,,0.030952368,1.5092725,0.028709251,0.0,0.0,0.0,0.0
2021-01-03 16:00:00,78495.836,4.8868966,256.89072,,,,,,,
2021-01-03 16:30:00,,,,0.035453394,1.4643322,0.033071477,0.0,0.0,0.0,0.0
2021-01-03 17:00:00,78463.49,5.5273967,255.55115,,,,,,,
2021-01-03 17:30:00,,,,0.04116222,1.4190041,0.038602814,0.0,0.0,0.0,0.0
2021-01-03 18:00:00,78433.31,6.386255,254.0827,,,,,,,
2021-01-03 18:30:00,,,,0.04540211,1.4071901,0.042891856,0.0,0.0,0.0,0.0
2021-01-03 19:00:00,78402.56,7.2819743,253.14908,,,,,,,
2021-01-03 19:30:00,,,,0.050074812,1.3897396,0.047506273,0.0,0.0,0.0,0.0
2021-01-03 20:00:00,78372.15,7.994382,253.08545,,,,,,,
2021-01-03 20:30:00,,,,0.0528097,1.3836188,0.050227087,0.0,0.0,0.0,0.0
2021-01-03 21:00:00,78337.875,8.463849,253.29846,,,,,,,
2021-01-03 21:30:00,,,,0.05490366,1.3833454,0.05230654,0.0,0.0,0.0,0.0
2021-01-03 22:00:00,78317.34,8.794452,253.86694,,,,,,,
2021-01-03 22:30:00,,,,0.057089463,1.3862745,0.054477576,0.0,0.0,0.0,0.0
2021-01-03 23:00:00,78331.805,8.958326,254.24695,,,,,,,
2021-01-03 23:30:00,,,,0.058510046,1.3949419,0.055881258,0.0,0.0,0.0,0.0
2021-01-04 00:00:00,78374.37,8.92501,255.25632,,,,,,,
2021-01-04 00:30:00,,,,0.058900677,1.408231,0.05627937,0.0,0.0,0.0,0.0
2021-01-04 01:00:00,78401.305,8.756033,255.79984,,,,,,,
2021-01-04 01:30:00,,,,0.05766665,1.4290445,0.055087004,0.0,0.0,0.0,0.0
2021-01-04 02:00:00,78393.14,8.522516,256.18134,,,,,,,
2021-01-04 02:30:00,,,,0.056942243,1.4430023,0.054380108,0.0,0.0,0.0,0.0
2021-01-04 03:00:00,78360.49,8.409497,256.05145,,,,,,,
2021-01-04 03:30:00,,,,0.05685619,1.4498425,0.054306902,0.0,0.0,0.0,0.0
2021-01-04 04:00:00,78317.336,8.301748,255.52573,,,,,,,
2021-01-04 04:30:00,,,,0.056482505,1.4560974,0.053911597,0.0,0.0,0.0,0.0
2021-01-04 05:00:00,78278.42,8.134814,254.98682,,,,,,,
2021-01-04 05:30:00,,,,0.055108026,1.4644754,0.052520238,0.0,0.0,0.0,0.0
2021-01-04 06:00:00,78240.74,7.8316174,254.99707,,,,,,,
2021-01-04 06:30:00,,,,0.052637547,1.4737303,0.050056893,0.0,0.0,0.0,0.0
2021-01-04 07:00:00,78210.39,7.4503055,255.34451,,,,,,,
2021-01-04 07:30:00,,,,0.0498764,1.4828546,0.04729335,0.0,0.0,0.0,0.0
2021-01-04 08:00:00,78211.836,7.08745,255.94016,,,,,,,
2021-01-04 08:30:00,,,,0.047445692,1.491241,0.04484832,0.0,0.0,0.0,0.0
2021-01-04 09:00:00,78241.78,6.802336,256.67334,,,,,,,
2021-01-04 09:30:00,,,,0.04536908,1.4987454,0.042807825,0.0,0.0,0.0,0.0
2021-01-04 10:00:00,78277.31,6.6170774,256.58627,,,,,,,
2021-01-04 10:30:00,,,,0.04374146,1.5083241,0.041222643,0.0,0.0,0.0,0.0
2021-01-04 11:00:00,78310.69,6.45725,257.04828,,,,,,,
2021-01-04 11:30:00,,,,0.042518035,1.5256519,0.040045515,0.0,0.0,0.0,0.0
2021-01-04 12:00:00,78336.31,6.3122835,257.4239,,,,,,,
2021-01-04 12:30:00,,,,0.042108677,1.5419598,0.039684072,0.0,0.0,0.0,0.0
2021-01-04 13:00:00,78355.73,6.3454323,257.30057,,,,,,,
2021-01-04 13:30:00,,,,0.04434682,1.5522549,0.041902974,0.0,0.0,0.0,0.0
2021-01-04 14:00:00,78376.625,6.72513,256.57602,,,,,,,
2021-01-04 14:30:00,,,,0.048556246,1.5581993,0.046014506,0.0,0.0,0.0,0.0
2021-01-04 15:00:00,78393.234,7.3063207,255.88452,,,,,,,
2021-01-04 15:30:00,,,,0.06827972,1.3010927,0.06483731,0.0,0.0,0.0,0.0
2021-01-04 16:00:00,78396.88,7.80048,255.53375,,,,,,,
2021-01-04 16:30:00,,,,0.07306207,1.3871114,0.0697146,0.0,0.0,0.0,0.0
2021-01-04 17:00:00,78386.97,8.226688,254.91891,,,,,,,
2021-01-04 17:30:00,,,,0.077171385,1.4530418,0.07382562,0.0,0.0,0.0,0.0
2021-01-04 18:00:00,78366.04,8.389576,254.56387,,,,,,,
2021-01-04 18:30:00,,,,0.065018214,1.5653421,0.06204609,0.0,0.0,0.0,0.0
2021-01-04 19:00:00,78346.68,8.364469,254.5346,,,,,,,
2021-01-04 19:30:00,,,,0.059196625,1.535626,0.05634676,0.0,0.0,0.0,0.0
2021-01-04 20:00:00,78330.32,8.226133,254.56522,,,,,,,
2021-01-04 20:30:00,,,,0.055067826,1.4912987,0.052306734,0.0,0.0,0.0,0.0
2021-01-04 21:00:00,78310.91,8.0161,254.48871,,,,,,,
2021-01-04 21:30:00,,,,0.051758505,1.4410212,0.049131382,0.0,0.0,0.0,0.0
2021-01-04 22:00:00,78302.17,7.644229,253.5061,,,,,,,
2021-01-04 22:30:00,,,,0.048365973,1.4012479,0.04587392,0.0,0.0,0.0,0.0
2021-01-04 23:00:00,78319.336,7.1387057,252.64484,,,,,,,
2021-01-04 23:30:00,,,,0.04533909,1.3794502,0.04295136,0.0,0.0,0.0,0.0
2021-01-05 00:00:00,78344.22,6.5525627,252.66107,,,,,,,
2021-01-05 00:30:00,,,,0.041654985,1.3848594,0.039376028,,,,
2021-01-05 01:00:00,78351.125,5.918109,252.7331,,,,,,,
2021-01-05 01:30:00,,,,0.037227042,1.42104,0.035058774,,,,
2021-01-05 02:00:00,78338.19,5.331741,253.28043,,,,,,,
2021-01-05 02:30:00,,,,0.03447425,1.4516283,0.032368828,,,,
2021-01-05 03:00:00,78315.055,4.9566355,253.4696,,,,,,,
2021-01-05 03:30:00,,,,0.033169962,1.4730533,0.031092934,,,,
2021-01-05 04:00:00,78298.6,4.9083943,252.9484,,,,,,,
2021-01-05 04:30:00,,,,0.033764586,1.4809817,0.031691626,,,,
2021-01-05 05:00:00,78278.61,5.1157775,252.50375,,,,,,,
2021-01-05 05:30:00,,,,0.035578236,1.4804618,0.033479758,,,,
2021-01-05 06:00:00,78253.27,5.3846874,252.4982,,,,,,,
2021-01-05 06:30:00,,,,0.037169855,1.4806588,0.035057962,,,,
2021-01-05 07:00:00,78240.07,5.69987,252.66638,,,,,,,
2021-01-05 07:30:00,,,,0.03886038,1.4775054,0.03672655,,,,
2021-01-05 08:00:00,78261.74,6.193975,252.73547,,,,,,,
2021-01-05 08:30:00,,,,0.041261457,1.4631319,0.039104167,,,,
2021-01-05 09:00:00,78312.29,6.829184,252.71881,,,,,,,
2021-01-05 09:30:00,,,,0.04381024,1.43602,0.04162551,,,,
2021-01-05 10:00:00,78364.13,7.3605223,252.55447,,,,,,,
2021-01-05 10:30:00,,,,0.045812733,1.4098911,0.04359057,,,,
2021-01-05 11:00:00,78406.695,7.668041,253.21225,,,,,,,
2021-01-05 11:30:00,,,,0.04696427,1.3965117,0.044713207,,,,
2021-01-05 12:00:00,78435.83,7.759438,253.58594,,,,,,,
2021-01-05 12:30:00,,,,0.047388647,1.3832427,0.04515762,,,,
2021-01-05 13:00:00,78449.05,7.7772775,253.27277,,,,,,,
2021-01-05 13:30:00,,,,0.04898811,1.3706481,0.046750285,,,,
2021-01-05 14:00:00,78464.266,7.8231735,252.99936,,,,,,,
2021-01-05 14:30:00,,,,0.05211136,1.3601876,0.049828667,,,,
2021-01-05 15:00:00,78469.984,7.9696703,253.05426,,,,,,,
2021-01-05 15:30:00,,,,0.04581707,1.4032547,0.043616552,,,,
2021-01-05 16:00:00,78447.55,8.1026535,252.63351,,,,,,,
2021-01-05 16:30:00,,,,0.046691265,1.3878319,0.04441219,,,,
2021-01-05 17:00:00,78411.79,8.165226,252.19257,,,,,,,
2021-01-05 17:30:00,,,,0.04808274,1.3726737,0.045790255,,,,
2021-01-05 18:00:00,78384.695,8.270374,252.37686,,,,,,,
2021-01-05 18:30:00,,,,0.049273595,1.339123,0.04690574,,,,
2021-01-05 19:00:00,78358.57,8.360995,253.02838,,,,,,,
2021-01-05 19:30:00,,,,0.04964482,1.3504452,0.047338277,,,,
2021-01-05 20:00:00,78330.34,8.335514,253.82901,,,,,,,
2021-01-05 20:30:00,,,,0.048546072,1.3482722,0.046295755,,,,
2021-01-05 21:00:00,78301.04,8.077106,254.39365,,,,,,,
2021-01-05 21:30:00,,,,0.046023533,1.3412236,0.04384003,,,,
2021-01-05 22:00:00,78296.05,7.7188334,254.85202,,,,,,,
2021-01-05 22:30:00,,,,0.043198407,1.3357028,0.04111116,,,,
2021-01-05 23:00:00,78333.53,7.306038,255.39804,,,,,,,
2021-01-05 23:30:00,,,,0.0403762,1.3345585,0.038385164,,,,
2021-01-06 00:00:00,78380.24,6.8952556,256.3083,,,,,,,
2021-01-06 00:30:00,,,,0.03767813,1.3407987,0.035735574,0.0,0.0,0.0,0.0
2021-01-06 01:00:00,78418.836,6.4939365,256.72134,,,,,,,
2021-01-06 01:30:00,,,,0.035321027,1.3588207,0.0334177,0.0,0.0,0.0,0.0
2021-01-06 02:00:00,78451.27,6.1424103,257.13333,,,,,,,
2021-01-06 02:30:00,,,,0.033608485,1.3809875,0.031716343,0.0,0.0,0.0,0.0
2021-01-06 03:00:00,78458.43,5.8455,257.3087,,,,,,,
2021-01-06 03:30:00,,,,0.03247784,1.4003426,0.030611066,0.0,0.0,0.0,0.0
2021-01-06 04:00:00,78436.56,5.608101,257.24832,,,,,,,
2021-01-06 04:30:00,,,,0.032093655,1.4141086,0.030238826,0.0,0.0,0.0,0.0
2021-01-06 05:00:00,78397.695,5.48886,257.21786,,,,,,,
2021-01-06 05:30:00,,,,0.032470763,1.4235218,0.030605238,0.0,0.0,0.0,0.0
2021-01-06 06:00:00,78357.07,5.421786,257.56445,,,,,,,
2021-01-06 06:30:00,,,,0.032990765,1.4306785,0.031111266,0.0,0.0,0.0,0.0
2021-01-06 07:00:00,78339.52,5.32514,258.1893,,,,,,,
2021-01-06 07:30:00,,,,0.033265814,1.4367342,0.03136415,0.0,0.0,0.0,0.0
2021-01-06 08:00:00,78353.984,5.2031245,258.97797,,,,,,,
2021-01-06 08:30:00,,,,0.033302993,1.4416476,0.031378187,0.0,0.0,0.0,0.0
2021-01-06 09:00:00,78394.83,5.044251,260.20935,,,,,,,
2021-01-06 09:30:00,,,,0.032901563,1.4468877,0.030961325,0.0,0.0,0.0,0.0
2021-01-06 10:00:00,78432.77,4.8675494,260.70718,,,,,,,
2021-01-06 10:30:00,,,,0.032090288,1.4556512,0.03013236,0.0,0.0,0.0,0.0
2021-01-06 11:00:00,78472.63,4.7148604,261.04214,,,,,,,
2021-01-06 11:30:00,,,,0.031410575,1.4681616,0.029437551,0.0,0.0,0.0,0.0
2021-01-06 12:00:00,78511.17,4.669975,260.6406,,,,,,,
2021-01-06 12:30:00,,,,0.031532697,1.4761977,0.029541073,0.0,0.0,0.0,0.0
2021-01-06 13:00:00,78541.836,4.709139,259.93613,,,,,,,
2021-01-06 13:30:00,,,,0.03296608,1.4729875,0.030940525,0.0,0.0,0.0,0.0
2021-01-06 14:00:00,78566.77,5.0429416,259.10568,,,,,,,
2021-01-06 14:30:00,,,,0.03628845,1.4566406,0.034207307,0.0,0.0,0.0,0.0
2021-01-06 15:00:00,78579.66,5.743131,258.68887,,,,,,,
2021-01-06 15:30:00,,,,0.045713928,1.3603543,0.04321966,0.0,0.0,0.0,0.0
2021-01-06 16:00:00,78586.91,6.638428,258.78885,,,,,,,
2021-01-06 16:30:00,,,,0.051263645,1.3635565,0.048674215,0.0,0.0,0.0,0.0
2021-01-06 17:00:00,78574.59,7.3389163,258.76352,,,,,,,
2021-01-06 17:30:00,,,,0.054583535,1.3580803,0.051964466,0.0,0.0,0.0,0.0
2021-01-06 18:00:00,78555.82,7.753151,258.70438,,,,,,,
2021-01-06 18:30:00,,,,0.051923674,1.4056607,0.04959673,0.0,0.0,0.0,0.0
2021-01-06 19:00:00,78536.336,7.96043,258.5918,,,,,,,
2021-01-06 19:30:00,,,,0.051296018,1.3944217,0.049005494,0.0,0.0,0.0,0.0
2021-01-06 20:00:00,78512.2,8.080065,258.255,,,,,,,
2021-01-06 20:30:00,,,,0.050675683,1.3809588,0.04838883,0.0,0.0,0.0,0.0
2021-01-06 21:00:00,78487.58,8.094051,257.8052,,,,,,,
2021-01-06 21:30:00,,,,0.04974892,1.3719472,0.04747963,0.0,0.0,0.0,0.0
2021-01-06 22:00:00,78460.49,7.9592447,257.1395,,,,,,,
2021-01-06 22:30:00,,,,0.047870606,1.3696692,0.045606088,0.0,0.0,0.0,0.0
2021-01-06 23:00:00,78474.195,7.669639,256.73257,,,,,,,
2021-01-06 23:30:00,,,,0.0448984,1.3745041,0.042671304,0.0,0.0,0.0,0.0
2021-01-07 00:00:00,78502.01,7.2861867,256.94516,,,,,,,
2021-01-07 00:30:00,,,,0.041629203,1.3805281,0.039435927,0.0,0.0,0.0,0.0
2021-01-07 01:00:00,78527.32,6.830151,257.19986,,,,,,,
2021-01-07 01:30:00,,,,0.03773533,1.3945764,0.035614416,0.0,0.0,0.0,0.0
2021-01-07 02:00:00,78544.78,6.456782,257.7341,,,,,,,
2021-01-07 02:30:00,,,,0.034989286,1.4112563,0.032915037,0.0,0.0,0.0,0.0
2021-01-07 03:00:00,78554.54,6.2360544,257.92337,,,,,,,
2021-01-07 03:30:00,,,,0.03311161,1.4256462,0.031070981,0.0,0.0,0.0,0.0
2021-01-07 04:00:00,78544.27,5.992443,258.13544,,,,,,,
2021-01-07 04:30:00,,,,0.031591296,1.4379689,0.02958439,0.0,0.0,0.0,0.0
2021-01-07 05:00:00,78511.42,5.752917,258.22433,,,,,,,
2021-01-07 05:30:00,,,,0.030734148,1.4482462,0.028752057,0.0,0.0,0.0,0.0
2021-01-07 06:00:00,78470.43,5.6227555,258.23035,,,,,,,
2021-01-07 06:30:00,,,,0.03039899,1.4586427,0.028433533,0.0,0.0,0.0,0.0
2021-01-07 07:00:00,78448.86,5.571942,258.30893,,,,,,,
2021-01-07 07:30:00,,,,0.029994365,1.468143,0.028045774,0.0,0.0,0.0,0.0
2021-01-07 08:00:00,78459.625,5.5151176,258.6303,,,,,,,
2021-01-07 08:30:00,,,,0.029408725,1.4760097,0.027481752,0.0,0.0,0.0,0.0
2021-01-07 09:00:00,78497.11,5.456459,259.30927,,,,,,,
2021-01-07 09:30:00,,,,0.028923605,1.4811738,0.027011251,0.0,0.0,0.0,0.0
2021-01-07 10:00:00,78548.13,5.3963456,259.46973,,,,,,,
2021-01-07 10:30:00,,,,0.028867545,1.4849839,0.026941683,0.0,0.0,0.0,0.0
2021-01-07 11:00:00,78606.18,5.4106693,260.20963,,,,,,,
2021-01-07 11:30:00,,,,0.029103035,1.4923775,0.0271805,0.0,0.0,0.0,0.0
2021-01-07 12:00:00,78647.52,5.470139,260.57715,,,,,,,
2021-01-07 12:30:00,,,,0.029583221,1.5007643,0.027667312,0.0,0.0,0.0,0.0
2021-01-07 13:00:00,78666.33,5.584816,260.25034,,,,,,,
2021-01-07 13:30:00,,,,0.030935073,1.5045857,0.02897812,0.0,0.0,0.0,0.0
2021-01-07 14:00:00,78676.414,5.901916,259.50668,,,,,,,
2021-01-07 14:30:00,,,,0.033839915,1.4967928,0.031796005,0.0,0.0,0.0,0.0
2021-01-07 15:00:00,78678.19,6.488277,259.38715,,,,,,,
2021-01-07 15:30:00,,,,0.036228873,1.5181463,0.034188062,0.0,0.0,0.0,0.0
2021-01-07 16:00:00,78682.53,7.163218,259.16467,,,,,,,
2021-01-07 16:30:00,,,,0.040667467,1.4966402,0.038550448,0.0,0.0,0.0,0.0
2021-01-07 17:00:00,78664.875,7.7467995,258.68652,,,,,,,
2021-01-07 17:30:00,,,,0.044500023,1.4692894,0.042300604,0.0,0.0,0.0,0.0
2021-01-07 18:00:00,78638.21,8.157022,257.873,,,,,,,
2021-01-07 18:30:00,,,,0.04554887,1.4278009,0.043272316,0.0,0.0,0.0,0.0
2021-01-07 19:00:00,78612.47,8.345154,256.57074,,,,,,,
2021-01-07 19:30:00,,,,0.046073757,1.4174473,0.043789513,0.0,0.0,0.0,0.0
2021-01-07 20:00:00,78592.49,8.3505535,255.4077,,,,,,,
2021-01-07 20:30:00,,,,0.045805275,1.4036188,0.043503363,0.0,0.0,0.0,0.0
